ime,cena,kolicina,procent_alkohola,cena_na_enoto
Macallan Masters of Photography Magnum Edition 7th,2700.0,70,0.44,"3,857.14 per litre"
 Glen Moray 1959,2750.0,70,0.51,"3,928.57 per litre"
 Macallan 10 Year Old,2750.0,70,0.57,"3,928.57 per litre"
 Strathisla 1954,2750.0,70,0.43,"3,928.57 per litre"
 Strathisla 1954,2750.0,70,0.4,"3,928.57 per litre"
 Glen Grant 1951,2800.0,70,0.4,"4,000 per litre"
 Glen Grant 1952,2800.0,70,0.4,"4,000 per litre"
 Glen Grant 1952,2800.0,75,0.4,"3,733.33 per litre"
 Glen Grant 1953,2800.0,70,0.4,"4,000 per litre"
 Glen Grant 1952,2800.0,70,0.4,"4,000 per litre"
 Glenlivet 1940,2800.0,75,0.4,"3,733.33 per litre"
 Glen Grant 1952,2800.0,70,0.4,"4,000 per litre"
 Glen Grant 1952,2800.0,70,0.4,"4,000 per litre"
 Glen Grant 1953,2800.0,70,0.4,"4,000 per litre"
 Glen Grant 1951,2800.0,70,0.4,"4,000 per litre"
Macallan No.6 Decanter,2850.0,70,0.43,"4,071.43 per litre"
 Glenlivet 1951,2900.0,70,0.4,"4,142.86 per litre"
 Mortlach 1954,3000.0,70,0.43,"4,285.71 per litre"
 Glenlivet 1946,3000.0,75,0.4,"4,000 per litre"
 Macallan 1968,3000.0,70,0.46,"4,285.71 per litre"
 Glenlossie 1966,3000.0,75,0.46,"4,000 per litre"
 Macallan 1968,3000.0,70,0.47,"4,285.71 per litre"
 Glenfarclas 1984,3000.0,70,0.47,"4,285.71 per litre"
 Glenlivet 1961,3000.0,75,0.43,"4,000 per litre"
 Pride of Strathspey 1940,3000.0,75,0.4,"4,000 per litre"
 Glenfiddich 1975,3000.0,70,0.48,"4,285.71 per litre"
 Glen Grant 1965,3000.0,75,0.55,"4,000 per litre"
 Glenlossie 1938,3000.0,75,0.4,"4,000 per litre"
 Glenfarclas 10 Year Old,3000.0,75,0.43,"4,000 per litre"
 Macallan 36 Year Old,3000.0,70,0.42,"4,285.71 per litre"
 Macallan Travel Series,3000.0,200,0.4,"1,500 per litre"
 Strathisla 1948,3000.0,75,0.4,"4,000 per litre"
 Glenfarclas 1968,3000.0,70,0.51,"4,285.71 per litre"
 Glenfiddich 40 Year Old,3000.0,70,0.48,"4,285.71 per litre"
 SMWS 30.25 (Glenrothes),3000.0,70,0.51,"4,285.71 per litre"
 Glen Grant 1950,3200.0,70,0.4,"4,571.43 per litre"
 Glen Grant 1950,3200.0,70,0.4,"4,571.43 per litre"
 Glen Grant 1950,3200.0,70,0.4,"4,571.43 per litre"
 Glenfarclas 1974,3250.0,70,0.51,"4,642.85 per litre"
 Glenfarclas 1974,3250.0,70,0.43,"4,642.85 per litre"
 Glenfarclas 1972,3400.0,70,0.46,"4,857.14 per litre"
 Glenlivet 1946,3450.0,70,0.4,"4,928.57 per litre"
 Glenfiddich 1974,3500.0,70,0.49,"5,000 per litre"
 Mortlach 1949,3500.0,70,0.4,"5,000 per litre"
 Glentauchers 12 Year Old,3500.0,75,0.43,"4,666.67 per litre"
 Strathisla 1937,3500.0,75,0.43,"4,666.67 per litre"
 Avonside (Glenlivet) 1938,3500.0,75,0.43,"4,666.67 per litre"
 Inchgower 1967,3500.0,75,0.46,"4,666.67 per litre"
 Glenfiddich Special,3500.0,75,0.4,"4,666.67 per litre"
 Glenlivet 1938,3500.0,75,0.4,"4,666.67 per litre"
 Glenlivet 1938,3500.0,75,0.4,"4,666.67 per litre"
 Glenlivet 1938,3500.0,75,0.4,"4,666.67 per litre"
 Glenlivet 1963,3500.0,75,0.43,"4,666.67 per litre"
Balvenie 40 Year Old,3500.0,70,0.48,"5,000 per litre"
 Glenlivet 1938,3500.0,75,0.4,"4,666.67 per litre"
 Glenfiddich Special,3500.0,75,0.4,"4,666.67 per litre"
 Glenfiddich Special,3500.0,75,0.4,"4,666.67 per litre"
 Mortlach 1949,3500.0,70,0.4,"5,000 per litre"
 Avonside-Glenlivet 25 Year Old,3500.0,75,0.5,"4,666.67 per litre"
 Glenfarclas 10 Year Old,3500.0,75,0.43,"4,666.67 per litre"
 Glenfiddich 1974,3500.0,75,0.47,"4,666.67 per litre"
 Avonside (Glenlivet) 1938,3500.0,75,0.43,"4,666.67 per litre"
 Avonside (Glenlivet) 1938,3500.0,75,0.43,"4,666.67 per litre"
 Strathisla 1949,3500.0,75,0.4,"4,666.67 per litre"
 Glenfarclas 1973,3600.0,70,0.42,"5,142.86 per litre"
 Glenfarclas 1973,3600.0,70,0.49,"5,142.86 per litre"
 Glenfarclas 1966,3600.0,70,0.42,"5,142.86 per litre"
 Glenfarclas 1967,3600.0,70,0.57,"5,142.86 per litre"
 Strathisla 1949,3750.0,70,0.4,"5,357.14 per litre"
 Glen Grant 1949,3750.0,75,0.4,"5,000 per litre"
 Glenlivet 1949,3750.0,75,0.4,"5,000 per litre"
 Linkwood 1938,3750.0,75,0.4,"5,000 per litre"
 Glen Grant 1949,3750.0,70,0.4,"5,357.14 per litre"
 Glen Grant 1949,3750.0,75,0.4,"5,000 per litre"
 Macallan 30 Year Old,3950.0,70,0.43,"5,642.86 per litre"
 Glenfarclas 1974,4000.0,70,0.55,"5,714.28 per litre"
 Glenfarclas 1959,4000.0,70,0.46,"5,714.28 per litre"
 Cannot Be Named 1953,4000.0,70,0.54,"5,714.29 per litre"
 Glenfarclas 1959,4000.0,70,0.46,"5,714.29 per litre"
 From Glenfiddich Distillery 1964,4000.0,70,0.58,"5,714.29 per litre"
 Glen Grant 1953,4000.0,70,0.45,"5,714.29 per litre"
 Glenlivet 1964,4000.0,70,0.45,"5,714.29 per litre"
 Linkwood 1939,4000.0,75,0.43,"5,333.33 per litre"
 Linkwood 1939,4000.0,75,0.4,"5,333.33 per litre"
 Linkwood 1946,4000.0,70,0.4,"5,714.29 per litre"
 Glen Grant 1948,4000.0,70,0.4,"5,714.29 per litre"
 Glenlivet 1948,4000.0,75,0.4,"5,333.33 per litre"
 Balvenie 1976,4000.0,70,0.54,"5,714.29 per litre"
 Glenfarclas 1968,4000.0,70,0.5,"5,714.29 per litre"
 Glen Grant 1948,4000.0,75,0.4,"5,333.33 per litre"
 Linkwood 1938,4000.0,75,0.4,"5,333.33 per litre"
 Strathisla 1937,4000.0,75,0.43,"5,333.33 per litre"
 Glenlivet 1948,4000.0,70,0.43,"5,714.29 per litre"
 Macallan,4000.0,70,0.57,"5,714.29 per litre"
 Glenlivet 1964,4000.0,75,0.45,"5,333.33 per litre"
 Mortlach 1938,4000.0,75,0.4,"5,333.33 per litre"
 Glen Grant 1948,4000.0,75,0.4,"5,333.33 per litre"
 Glenlivet 1964,4000.0,75,0.45,"5,333.33 per litre"
 Glenfarclas 1971,4000.0,70,0.47,"5,714.29 per litre"
 Balvenie 1976,4000.0,70,0.53,"5,714.29 per litre"
 Glen Grant 1948,4000.0,70,0.4,"5,714.29 per litre"
 Glenfarclas 1965,4200.0,70,0.52,"6,000 per litre"
 Balvenie 1973,4250.0,70,0.5,"6,071.43 per litre"
 Balvenie 1974,4250.0,70,0.48,"6,071.43 per litre"
 Balvenie 1973,4250.0,70,0.5,"6,071.43 per litre"
 Balvenie 1978,4250.0,75,0.54,"5,666.67 per litre"
 Balvenie 1970,4500.0,70,0.45,"6,428.57 per litre"
 Glen Grant 1936,4500.0,75,0.4,"6,000 per litre"
 Strathisla 1937,4500.0,75,0.4,"6,000 per litre"
 Balvenie 1972,4500.0,70,0.47,"6,428.57 per litre"
 Strathisla 1937,4500.0,75,0.4,"6,000 per litre"
 Glen Grant 1936,4500.0,75,0.4,"6,000 per litre"
 Macallan 1989,4500.0,70,0.57,"6,428.57 per litre"
 Balvenie 1971,4500.0,70,0.47,"6,428.57 per litre"
 Glen Grant 1936,4500.0,75,0.4,"6,000 per litre"
 Tamnavulin-Glenlivet 20 Year Old,4500.0,75,0.46,"6,000 per litre"
 Balvenie 1970,4500.0,70,0.45,"6,428.57 per litre"
 Mortlach 1938,4500.0,75,0.4,"6,000 per litre"
 Balvenie 1972,4500.0,70,0.49,"6,428.57 per litre"
 Glenfarclas 1962,4500.0,70,0.41,"6,428.57 per litre"
 Glenfarclas 1967,4500.0,70,0.56,"6,428.57 per litre"
 Glenfarclas 1969,4500.0,70,0.56,"6,428.57 per litre"
 Glenlivet 15 Year Old,4500.0,75,0.46,"6,000 per litre"
 Balvenie 1971,4500.0,70,0.47,"6,428.57 per litre"
 Balvenie 1971,4500.0,70,0.47,"6,428.57 per litre"
 Balvenie 1972,4500.0,70,0.47,"6,428.57 per litre"
 Glenfarclas 1956,4500.0,70,0.5,"6,428.57 per litre"
 Glenfarclas 1960,4700.0,70,0.42,"6,714.29 per litre"
 Glenfarclas 1960,4700.0,70,0.42,"6,714.29 per litre"
 Macallan M Decanter,4750.0,70,0.46,"6,785.71 per litre"
 Glen Grant 1965,4950.0,70,0.47,"7,071.43 per litre"
 Glen Grant 1948,5000.0,70,0.4,"7,142.86 per litre"
 Glenlivet 1959,5000.0,70,0.42,"7,142.86 per litre"
 Glenfarclas 105',5000.0,70,0.6,"7,142.86 per litre"
 Glenfiddich 40 Year Old,5000.0,75,0.45,"6,666.67 per litre"
 Macallan 20 Year Old,5000.0,70,0.43,"7,142.86 per litre"
 Balvenie 1966,5000.0,70,0.43,"7,142.86 per litre"
 Glenfarclas 1962,5000.0,70,0.41,"7,142.86 per litre"
 Glen Grant 1945,5000.0,75,0.4,"6,666.67 per litre"
 Glenfarclas 1963,5000.0,70,0.47,"7,142.86 per litre"
 Glenfarclas 12 Year Old,5000.0,75,0.52,"6,666.67 per litre"
 Glenfiddich Special,5000.0,75,0.4,"6,666.67 per litre"
 Glenfarclas 1962,5000.0,70,0.45,"7,142.86 per litre"
 Glenfarclas 1961,5000.0,70,0.42,"7,142.86 per litre"
 Glenfarclas 1963,5000.0,70,0.45,"7,142.86 per litre"
 Glenfarclas 1976,5000.0,70,0.46,"7,142.86 per litre"
 Glenfarclas 1970,5000.0,70,0.56,"7,142.86 per litre"
 Balvenie 1967,5000.0,70,0.5,"7,142.86 per litre"
 Glenfarclas 40 Year Old,5000.0,70,0.43,"7,142.86 per litre"
 Glenfarclas 40 Year Old,5000.0,70,0.43,"7,142.86 per litre"
 Glenlivet 1954,5000.0,75,0.46,"6,666.67 per litre"
 Glenfarclas 1961,5000.0,70,0.44,"7,142.86 per litre"
 Glenfarclas 1961,5000.0,70,0.43,"7,142.86 per litre"
 Glenfarclas 1964,5000.0,70,0.42,"7,142.86 per litre"
 Glenfarclas 1963,5000.0,70,0.47,"7,142.86 per litre"
 Glenfarclas 1962,5250.0,70,0.43,"7,500 per litre"
 Macallan 30 Year Old,5500.0,70,0.43,"7,857.14 per litre"
 Macallan 30 Year Old,5500.0,70,0.43,"7,857.14 per litre"
 Macallan 30 Year Old,5500.0,70,0.43,"7,857.14 per litre"
 Macallan 1979,5750.0,70,0.4,"8,214.29 per litre"
 Glenfiddich 40 Year Old,6000.0,70,0.44,"8,571.43 per litre"
 Glenfarclas 1956,6000.0,70,0.43,"8,571.43 per litre"
 Glenfarclas 1968,6000.0,70,0.54,"8,571.43 per litre"
 Macallan M Black Decanter,6250.0,70,0.45,"8,928.57 per litre"
 Macallan 1980,6500.0,70,0.4,"9,285.71 per litre"
 Mortlach 1936,6500.0,75,0.43,"8,666.67 per litre"
 Mortlach 1936,6500.0,75,0.43,"8,666.67 per litre"
 Glenfarclas 1958,6500.0,70,0.4,"9,285.71 per litre"
 Glenfarclas 1956,6500.0,70,0.48,"9,285.71 per litre"
 Glenfarclas 1958,6500.0,70,0.42,"9,285.71 per litre"
 Glenfarclas 1956,6500.0,70,0.44,"9,285.71 per litre"
 Mortlach 1936,6500.0,75,0.43,"8,666.67 per litre"
 Glenfarclas 1955,6500.0,70,0.45,"9,285.72 per litre"
 Glenfarclas 1975,6500.0,70,0.45,"9,285.72 per litre"
 Dallas Dhu 1969,6750.0,70,0.43,"9,642.86 per litre"
 Longmorn 1966,6750.0,70,0.46,"9,642.86 per litre"
 Mortlach 1969,6750.0,70,0.51,"9,642.86 per litre"
 Glenfarclas 1968,7300.0,70,0.42,"10,428.57 per litre"
 Mortlach 1936,7500.0,75,0.4,"10,000 per litre"
 Mortlach 1936,7500.0,75,0.4,"10,000 per litre"
" Glenfiddich ""De Luxe""",7500.0,75,0.4,"10,000 per litre"
 Macallan Royal Marriage,7500.0,70,0.47,"10,714.29 per litre"
 Glenfarclas 1955,7500.0,70,0.43,"10,714.29 per litre"
 Glenfiddich 30 Year Old,7500.0,75,0.43,"10,000 per litre"
 Mortlach 1936,7500.0,75,0.4,"10,000 per litre"
 Glenfiddich 30 Year Old,7500.0,75,0.43,"10,000 per litre"
 Glen Grant 1957,7500.0,70,0.42,"10,714.29 per litre"
 Linkwood 1957,7500.0,75,0.57,"10,000 per litre"
Macallan Private Eye,8000.0,70,0.4,"11,428.57 per litre"
 Macallan 12 Year Old,8000.0,70,0.46,"11,428.57 per litre"
 Macallan Diamond Jubilee,8000.0,70,0.52,"11,428.57 per litre"
 Macallan 1993,8000.0,70,0.51,"11,428.57 per litre"
 Glenfarclas 1954,8500.0,70,0.53,"12,142.86 per litre"
 Glenfarclas 1954,8500.0,70,0.46,"12,142.86 per litre"
 Glenfarclas 1954,8500.0,70,0.47,"12,142.86 per litre"
 Glenfarclas 1954,8500.0,70,0.47,"12,142.86 per litre"
 Macallan 1950,8500.0,70,0.43,"12,142.86 per litre"
 Mortlach 1954,9750.0,70,0.43,"13,928.57 per litre"
 Mortlach 1936,10000.0,75,0.4,"13,333.33 per litre"
 Macallan 1962,10000.0,75,0.43,"13,333.33 per litre"
 Speyside 1958,10000.0,75,0.53,"13,333.33 per litre"
Gordon & MacPhail Strathisla Collection,10000.0,420,0.43,"2,380.95 per litre"
 Macallan 30 Year Old,11000.0,70,0.43,"15,714.29 per litre"
 Macallan 1988,11000.0,70,0.52,"15,714.29 per litre"
 Benromach 1949,12000.0,70,0.42,"17,142.86 per litre"
 Glenfarclas 1953,12000.0,70,0.54,"17,142.86 per litre"
 Glenfarclas 1953,12000.0,70,0.51,"17,142.86 per litre"
 Strathisla 1953,12500.0,70,0.43,"17,857.14 per litre"
 Longmorn 1961,15000.0,70,0.45,"21,428.57 per litre"
 Longmorn 1961,15000.0,70,0.41,"21,428.57 per litre"
 Tamdhu 50 Year Old,16000.0,70,0.56,"22,857.14 per litre"
 Macallan 1988,17500.0,70,0.47,"25,000 per litre"
 Glen Grant 1948,17500.0,70,0.49,"25,000 per litre"
 Glenlivet 1967,20000.0,75,0.48,"26,666.67 per litre"
 Linkwood 1956,23000.0,70,0.49,"32,857.14 per litre"
Glenfiddich 50 Year Old,24500.0,70,0.46,"35,000 per litre"
 Glenfiddich 50 Year Old,25000.0,70,0.43,"35,714.29 per litre"
 Macallan Gran Reserva Set,25000.0,280,0.4,"8,928.57 per litre"
 Glenfiddich 50 Year Old,27500.0,70,0.43,"39,285.71 per litre"
 Macallan 1946,27500.0,70,0.4,"39,285.71 per litre"
 Glenfarclas 1953,28500.0,70,0.46,"40,714.29 per litre"
 Glenfiddich 50 Year Old,29250.0,70,0.44,"41,785.71 per litre"
 Glenfarclas 1954,29950.0,70,0.45,"42,785.71 per litre"
 Macallan 1961,30000.0,70,0.54,"42,857.14 per litre"
 Mortlach 1938,30000.0,70,0.4,"42,857.14 per litre"
 Longmorn 1961,30000.0,140,0.43,"21,428.57 per litre"
 Balvenie 50 Year Old Batch 2,31250.0,70,0.42,"44,642.86 per litre"
 Balvenie 50 Year Old Batch 3,31250.0,70,0.46,"44,642.86 per litre"
 Macallan 1947,32500.0,70,0.45,"46,428.57 per litre"
 Balvenie 1951,33000.0,70,0.52,"47,142.86 per litre"
 Gordon & MacPhail Private Collection Ultra,35000.0,280,0.47,"12,500 per litre"
 Glenlivet 1943,40000.0,70,0.49,"57,142.86 per litre"
 Balvenie 1962,40000.0,70,0.42,"57,142.86 per litre"
 Macallan 1949,60000.0,70,0.43,"85,714.29 per litre"
 Macallan 1950,60000.0,70,0.53,"85,714.29 per litre"
 Glenfarclas 1953,61000.0,150,0.46,"40,666.67 per litre"
 Balvenie DCS Compendium Chapter 5 1962-2002,65000.0,70,0.51,"92,857.14 per litre"
 Glenfarclas 1953,67000.0,150,0.46,"44,666.67 per litre"
 Macallan 52 Year Old,75000.0,70,0.48,"107,142.86 per litre"
 Macallan 72 Year Old,85000.0,70,0.42,"121,428.57 per litre"
 Glenfarclas The Family Casks (1954-2003),105000.0,1000,0.51,"10,500 per litre"
